# {"exp_name": "imagined-sound", "audio_controller": null, "response_device": null, "stim_rms": 0.01, "stim_fs": 44100, "stim_db": 65, "noise_db": 45, "noise_array": null, "output_dir": "logs", "window_size": [1200, 900], "screen_num": 1, "full_screen": false, "force_quit": ["lctrl", "rctrl"], "participant": "foo", "monitor": null, "trigger_controller": null, "session": "999", "check_rms": null, "suppress_resamp": false, "version": "dev", "safe_flipping": null, "n_channels": 2, "trigger_duration": 0.01, "joystick": false, "verbose": null, "date": "2025-09-29 13_49_38.722565", "file": "C:\\Users\\stim\\MEGLab_Code\\GitHub_Packages\\expytest_packages\\imagined-sound\\src\\imagined_sound\\run_experiment.py", "version_used": "2.0.0.dev0"}
timestamp	event	value
45.94849650003016	stimulus began at 41.04838649998419. Response period began at 44.46503500000108, ended at 45.88582249998581 (1.4207874999847263 s duration). Button press at <NONE>	None
45.948630600003526	trial_ok	None
47.141923399991356	trial_id	NWF03_04-04.wav
47.19783640000969	play	None
47.197921800019685	flip	47.197740000032354
48.73441490001278	stop	None
48.76519860001281	flip	48.76519429998007
50.46516959997825	flip	50.46516419999534
51.93060630001128	flip	51.93060429999605
51.930695299990475	stimulus began at 47.197740000032354. Response period began at 50.46516419999534, ended at 51.886202300025616 (1.4210381000302732 s duration). Button press at <NONE>	None
51.93077049998101	trial_ok	None
53.09095340000931	trial_id	NWF03_04-05.wav
53.14833330002148	play	None
53.148477700015064	flip	53.14820470003178
54.305517100030556	stop	None
54.331708499987144	flip	54.331704600015655
55.6488260999904	flip	55.64882080000825
57.131641099986155	flip	57.13163610000629
57.13180299999658	stimulus began at 53.14820470003178. Response period began at 55.64882080000825, ended at 57.06987210002262 (1.4210513000143692 s duration). Button press at <NONE>	None
57.131937300029676	trial_ok	None
58.3598966000136	trial_id	NWF03_04-08.wav
58.41495499998564	play	None
58.41508300002897	flip	58.414833199989516
60.222136299998965	stop	None
60.2482461000327	flip	60.24824250000529
62.1648466999759	flip	62.164841999998316
63.63114910002332	flip	63.631146300002
63.631287900032476	stimulus began at 58.414833199989516. Response period began at 62.164841999998316, ended at 63.585737799992785 (1.4208957999944687 s duration). Button press at <NONE>	None
63.63140489999205	trial_ok	None
64.8540015000035	trial_id	NWF03_05-02.wav
64.91526769998018	play	None
64.91539510001894	flip	64.91514800000004
66.61457600002177	stop	None
66.64818620000733	flip	66.6481823999784
68.56483589997515	flip	68.5648319000029
70.03165070002433	flip	70.03164770000149
70.03178760001902	stimulus began at 64.91514800000004. Response period began at 68.5648319000029, ended at 69.98565079999389 (1.4208188999909908 s duration). Button press at <NONE>	None
70.03190439997707	trial_ok	None
71.09809009998571	screen_text	In this block, you will hear sentences. After the sentence ends, there will be a brief delay and then the fixation circle will change color (either {color (187, 85, 102, 255)}pink{color (255, 255, 255, 255)} or {color (221, 170, 51, 255)}yellow{color (255, 255, 255, 255)}). If it turns {color (187, 85, 102, 255)}pink{color (255, 255, 255, 255)}, imagine that you are hearing the sentence again (but do not repeat it out loud) and press the response button when you are finished imagining the sentence. If the fixation circle turned {color (221, 170, 51, 255)}yellow{color (255, 255, 255, 255)}, imagine that you are hearing the sentence again, but do NOT press the response button; the next trial will start automatically. Press any key to continue.
71.09825899999123	flip	71.09808610001346
100.68063319998328	keypress	lctrl
100.69378570001572	stop	None
