# {"exp_name": "imagined-sound", "audio_controller": null, "response_device": null, "stim_rms": 0.01, "stim_fs": 44100, "stim_db": 65, "noise_db": 45, "noise_array": null, "output_dir": "logs", "window_size": [1200, 900], "screen_num": 1, "full_screen": false, "force_quit": ["lctrl", "rctrl"], "participant": "foo", "monitor": null, "trigger_controller": null, "session": "999", "check_rms": null, "suppress_resamp": false, "version": "dev", "safe_flipping": null, "n_channels": 2, "trigger_duration": 0.01, "joystick": false, "verbose": null, "date": "2025-09-29 13_49_38.722565", "file": "C:\\Users\\stim\\MEGLab_Code\\GitHub_Packages\\expytest_packages\\imagined-sound\\src\\imagined_sound\\run_experiment.py", "version_used": "2.0.0.dev0"}
timestamp	event	value
1.7544626999879256	flip	1.7544581000111066
1.7671216999879107	flip	1.7671190000255592
1.782764000003226	flip	1.782762399991043
1.9676083999802358	screen_text	Welcome to the experiment! Soon, you will hear some sounds, and will be asked to do different things in response to those sounds. Sometimes the sounds will be music, sometimes people speaking. The sounds are grouped into blocks; each block will have different instructions for what to do when each sound finishes. Press any key to see the instructions for the first block.
1.9677725000074133	flip	1.967553600028623
3.889045999967493	keypress	enter
3.8982901999843307	flip	3.898288600030355
3.9158565999823622	screen_text	In this block, you will hear sentences. After the sentence ends, there will be a brief delay and then the fixation circle will change color. If it turns {color (187, 85, 102, 255)}pink{color (255, 255, 255, 255)} press the response button as soon as you can. If it turns {color (221, 170, 51, 255)}yellow{color (255, 255, 255, 255)} do not respond, the next trial will start automatically. Press any key to continue.
3.915928600006737	flip	3.9158545000245795
4.888514599995688	keypress	enter
4.898039299994707	flip	4.898037299979478
4.915902299981099	screen_text	Here we go!
4.915966000000481	flip	4.915900100022554
5.331383900018409	flip	5.331381600000896
9.554728500021156	trial_id	NWF03_01-07.wav
9.615662600030191	play	None
9.615803900000174	flip	9.615502799977548
11.064898999989964	stop	None
11.098816299985629	flip	11.098812800017186
12.682233300001826	flip	12.6822282000212
14.148248700017575	flip	14.14824559999397
14.148387400025968	stimulus began at 9.615502799977548. Response period began at 12.6822282000212, ended at 14.103190399997402 (1.420962199976202 s duration). Button press at <NONE>	None
14.148506300000008	trial_ok	None
15.372336000029463	trial_id	NWF03_02-01.wav
15.432309099996928	play	None
15.432444999984	flip	15.432180300005712
17.09636090003187	stop	None
17.13187669997569	flip	17.13187330000801
19.04875830002129	flip	19.048753099981695
20.515977200004272	flip	20.515974099980667
20.516117500024848	stimulus began at 15.432180300005712. Response period began at 19.048753099981695, ended at 20.46996100002434 (1.4212079000426456 s duration). Button press at <NONE>	None
20.516246300016064	trial_ok	None
21.743067800009158	trial_id	NWF03_02-06.wav
21.798513400019147	play	None
21.79861009999877	flip	21.79840010002954
23.40787709999131	stop	None
23.4486343000317	flip	23.448630500002764
25.2654263000004	flip	25.265421200019773
26.74846949998755	flip	26.748466000019107
26.74862500000745	stimulus began at 21.79840010002954. Response period began at 25.265421200019773, ended at 26.68669250002131 (1.4212713000015356 s duration). Button press at <NONE>	None
26.74876220000442	trial_ok	None
28.0237401999766	trial_id	NWF03_03-02.wav
28.08248739998089	play	None
28.08262190001551	flip	28.082306800002698
30.16520029999083	stop	None
30.199671900016256	flip	30.199667799985036
32.56524309999077	flip	32.56523890001699
34.03132960002404	flip	34.03132650000043
34.03146079997532	stimulus began at 28.082306800002698. Response period began at 32.56523890001699, ended at 33.98617460002424 (1.4209357000072487 s duration). Button press at <NONE>	None
34.031571900006384	trial_ok	None
35.24132989998907	trial_id	NWF03_03-10.wav
35.2987323999987	play	None
35.29885890003061	flip	35.298609799996484
36.75574360002065	stop	None
36.782291000010446	flip	36.78228729998227
38.29863169998862	flip	38.29862780001713
39.76444950001314	flip	39.764446899993345
39.76455939997686	stimulus began at 35.298609799996484. Response period began at 38.29862780001713, ended at 39.71982860000571 (1.4212007999885827 s duration). Button press at <NONE>	None
39.76464810001198	trial_ok	None
40.99745070002973	trial_id	NWF03_04-02.wav
41.04851980000967	play	None
41.04865690000588	flip	41.04838649998419
42.69004930002848	stop	None
42.71486649999861	flip	42.714863000030164
44.465038700029254	flip	44.46503500000108
45.948334000015166	flip	45.94832939998014
