# {"exp_name": "imagined-sound", "audio_controller": null, "response_device": null, "stim_rms": 0.01, "stim_fs": 44100, "stim_db": 65, "noise_db": 45, "noise_array": null, "output_dir": "logs", "window_size": [1200, 900], "screen_num": 1, "full_screen": false, "force_quit": ["lctrl", "rctrl"], "participant": "foo", "monitor": null, "trigger_controller": null, "session": "999", "check_rms": null, "suppress_resamp": false, "version": "dev", "safe_flipping": null, "n_channels": 2, "trigger_duration": 0.01, "joystick": false, "verbose": null, "date": "2025-09-29 13_51_25.535820", "file": "C:\\Users\\stim\\MEGLab_Code\\GitHub_Packages\\expytest_packages\\imagined-sound\\src\\imagined_sound\\run_experiment.py", "version_used": "2.0.0.dev0"}
timestamp	event	value
148.16917680000188	play	None
148.1693051000475	flip	148.16905510000652
149.72356210002908	stop	None
149.75241050001932	flip	149.7524064000463
150.55221880000317	flip	150.5522146000294
152.68582070001867	flip	152.68581690004794
152.68598320003366	stimulus began at 148.16905510000652. Response period began at 150.5522146000294, ended at 152.62748550000833 (2.075270899978932 s duration). Button press at <NONE>	None
152.68612420000136	trial_ok	None
153.9105102000176	trial_id	NWF03_06-04.wav
153.96936510002706	play	None
153.96950610005297	flip	153.969233300013
155.52315170003567	stop	None
155.5520322000375	flip	155.5520275000017
156.4523959000362	flip	156.4523920000065
158.58534980000695	flip	158.58534590003546
158.5854969000211	stimulus began at 153.969233300013. Response period began at 156.4523920000065, ended at 158.52699520002352 (2.074603200017009 s duration). Button press at <NONE>	None
158.58562460000394	trial_ok	None
159.83897380001144	trial_id	NWF03_06-05.wav
159.88566570001421	play	None
159.8857977000298	flip	159.88554350001505
161.65439760003937	stop	None
161.68554990005214	flip	161.6855461000232
162.6689002000494	flip	162.66889640002046
165.018699200009	flip	165.01869590004208
165.01885920000495	stimulus began at 159.88554350001505. Response period began at 162.66889640002046, ended at 164.95806830003858 (2.2891719000181183 s duration). Button press at <NONE>	None
165.01899140002206	trial_ok	None
166.2526571000344	trial_id	NWF03_06-09.wav
166.30229640001198	play	None
166.30243020004127	flip	166.30217590002576
167.93540880002547	stop	None
167.9692672000383	flip	167.96926370001165
168.96884670003783	flip	168.96884270000737
170.70149820001097	keypress	enter
170.7515094000264	flip	170.7515071000089
170.75159130000975	stimulus began at 166.30217590002576. Response period began at 168.96884270000737, ended at 1.7326555000036024 (-167.23618720000377 s duration). Button press at 1.7326555000036024	None
170.75166589999571	trial_ok	None
172.02362290001474	trial_id	NWF03_06-10.wav
172.06904620002024	play	None
172.0691767000244	flip	172.0689216000028
174.09238480002386	stop	None
174.11841990001267	flip	174.11841580003966
174.8354012000491	flip	174.83539580000797
177.4347575000138	flip	177.4347547000507
177.43485800002236	stimulus began at 172.0689216000028. Response period began at 174.83539580000797, ended at 177.37907010002527 (2.543674300017301 s duration). Button press at <NONE>	None
177.43494540004758	trial_ok	None
178.63503950001905	trial_id	NWF03_07-02.wav
178.68536280002445	play	None
178.6854941000347	flip	178.68522900005337
180.198613900051	stop	None
180.2351333000115	flip	180.23513020004611
181.0186353000463	flip	181.01863070001127
183.10129720001714	flip	183.10129439999582
183.10141120001208	stimulus began at 178.68522900005337. Response period began at 181.01863070001127, ended at 183.0523357000202 (2.033705000008922 s duration). Button press at <NONE>	None
183.1015064000385	trial_ok	None
